Month,Day,Hour,Concentration,AQI,Date,Count
3,11,0,50.06944444444444,135.93333333333334,2019-03-11 00:00:00,45
3,11,1,49.796542553191486,134.80851063829786,2019-03-11 01:00:00,47
3,11,2,48.109375,130.5625,2019-03-11 02:00:00,48
3,11,3,46.583333333333336,127.35555555555555,2019-03-11 03:00:00,45
3,11,4,43.92875,121.26,2019-03-11 04:00:00,50
3,11,5,38.875,108.7872340425532,2019-03-11 05:00:00,47
3,11,6,37.058510638297875,104.51063829787235,2019-03-11 06:00:00,47
3,11,7,34.01171875,97.66666666666667,2019-03-11 07:00:00,48
3,11,8,32.78333333333333,94.68888888888888,2019-03-11 08:00:00,45
3,11,9,35.3775,100.72,2019-03-11 09:00:00,50
3,11,10,35.05416666666667,99.93333333333334,2019-03-11 10:00:00,45
3,11,11,30.13848039215686,88.7843137254902,2019-03-11 11:00:00,51
3,11,12,27.85372340425532,83.95744680851064,2019-03-11 12:00:00,47
3,11,13,28.262755102040817,84.73469387755102,2019-03-11 13:00:00,49
3,11,14,29.618351063829788,87.57446808510639,2019-03-11 14:00:00,47
3,11,15,27.089285714285715,82.14285714285714,2019-03-11 15:00:00,49
3,11,16,36.255434782608695,94.8913043478261,2019-03-11 16:00:00,46
3,11,17,41.62259615384615,98.53846153846153,2019-03-11 17:00:00,52
3,11,18,52.807870370370374,110.74074074074075,2019-03-11 18:00:00,54
3,11,19,59.942401960784316,118.80392156862744,2019-03-11 19:00:00,51
3,11,20,69.57978723404256,133.80851063829786,2019-03-11 20:00:00,47
3,11,21,81.46301020408163,149.6326530612245,2019-03-11 21:00:00,49
3,11,22,89.50375,164.16,2019-03-11 22:00:00,50
3,11,23,81.82047872340425,158.9787234042553,2019-03-11 23:00:00,47
3,12,0,84.06901041666667,164.41666666666666,2019-03-12 00:00:00,48
3,12,1,93.84042553191489,175.80851063829786,2019-03-12 01:00:00,47
3,12,2,89.52864583333333,172.14583333333334,2019-03-12 02:00:00,48
3,12,3,92.74468085106383,173.40425531914894,2019-03-12 03:00:00,47
3,12,4,89.13696808510639,170.08510638297872,2019-03-12 04:00:00,47
3,12,5,83.69021739130434,160.80434782608697,2019-03-12 05:00:00,46
3,12,6,84.40755208333333,163.02083333333334,2019-03-12 06:00:00,48
3,12,7,78.48537234042553,159.25531914893617,2019-03-12 07:00:00,47
3,12,8,70.05859375,148.79166666666666,2019-03-12 08:00:00,48
3,12,9,64.83035714285714,140.9387755102041,2019-03-12 09:00:00,49
3,12,10,60.205555555555556,132.9111111111111,2019-03-12 10:00:00,45
3,12,11,47.97826086956522,108.32608695652173,2019-03-12 11:00:00,46
3,12,12,43.130208333333336,99.39583333333333,2019-03-12 12:00:00,48
3,12,13,39.94813829787234,94.40425531914893,2019-03-12 13:00:00,47
3,12,14,41.833333333333336,96.72916666666667,2019-03-12 14:00:00,48
3,12,15,42.96675531914894,97.29787234042553,2019-03-12 15:00:00,47
3,12,16,45.110054347826086,99.8695652173913,2019-03-12 16:00:00,46
3,12,17,42.53846153846154,97.76923076923077,2019-03-12 17:00:00,52
3,12,18,39.30570652173913,95.1086956521739,2019-03-12 18:00:00,46
3,12,19,41.336436170212764,97.40425531914893,2019-03-12 19:00:00,47
3,12,20,44.21941489361702,106.48936170212765,2019-03-12 20:00:00,47
3,12,21,54.66304347826087,120.0,2019-03-12 21:00:00,46
3,12,22,62.782552083333336,134.08333333333334,2019-03-12 22:00:00,48
3,12,23,64.15234375,136.75,2019-03-12 23:00:00,48
3,13,0,65.79255319148936,141.3404255319149,2019-03-13 00:00:00,47
3,13,1,69.44813829787235,147.38297872340425,2019-03-13 01:00:00,47
3,13,2,65.23611111111111,142.22222222222223,2019-03-13 02:00:00,45
3,13,3,62.83875,141.32,2019-03-13 03:00:00,50
3,13,4,56.43194444444445,124.88888888888889,2019-03-13 04:00:00,45
3,13,5,45.114583333333336,106.875,2019-03-13 05:00:00,48
3,13,6,51.962765957446805,116.34042553191489,2019-03-13 06:00:00,47
3,13,7,60.93617021276596,131.5744680851064,2019-03-13 07:00:00,47
3,13,8,77.69680851063829,157.14893617021278,2019-03-13 08:00:00,47
3,13,9,79.66576086956522,162.7608695652174,2019-03-13 09:00:00,46
3,13,10,73.52127659574468,155.80851063829786,2019-03-13 10:00:00,47
3,13,11,63.875,135.66666666666666,2019-03-13 11:00:00,48
3,13,12,44.5093085106383,98.36170212765957,2019-03-13 12:00:00,47
3,13,13,25.65561224489796,68.44897959183673,2019-03-13 13:00:00,49
3,13,14,14.320478723404255,47.212765957446805,2019-03-13 14:00:00,47
3,13,15,8.828804347826088,33.23913043478261,2019-03-13 15:00:00,46
3,13,16,11.044270833333334,39.083333333333336,2019-03-13 16:00:00,48
3,13,17,14.191576086956522,46.76086956521739,2019-03-13 17:00:00,46
3,13,18,12.02127659574468,41.95744680851064,2019-03-13 18:00:00,47
3,13,19,12.091145833333334,40.833333333333336,2019-03-13 19:00:00,48
3,13,20,15.60054347826087,49.76086956521739,2019-03-13 20:00:00,46
3,13,21,18.502551020408163,61.204081632653065,2019-03-13 21:00:00,49
3,13,22,26.12638888888889,77.04444444444445,2019-03-13 22:00:00,45
3,13,23,32.963541666666664,86.04166666666667,2019-03-13 23:00:00,48
3,14,0,37.014627659574465,89.76595744680851,2019-03-14 00:00:00,47
3,14,1,37.30298913043478,90.5,2019-03-14 01:00:00,46
3,14,2,42.160714285714285,100.65306122448979,2019-03-14 02:00:00,49
3,14,3,53.67663043478261,120.84782608695652,2019-03-14 03:00:00,46
3,14,4,79.38541666666667,159.10416666666666,2019-03-14 04:00:00,48
3,14,5,87.0,168.82608695652175,2019-03-14 05:00:00,46
3,14,6,109.54036458333333,185.125,2019-03-14 06:00:00,48
3,14,7,117.8274456521739,190.06521739130434,2019-03-14 07:00:00,46
3,14,8,91.23670212765957,170.27659574468086,2019-03-14 08:00:00,47
3,14,9,58.837239583333336,140.25,2019-03-14 09:00:00,48
3,14,10,39.461436170212764,105.72340425531915,2019-03-14 10:00:00,47
3,14,11,21.345744680851062,63.4468085106383,2019-03-14 11:00:00,47
3,14,12,19.30186170212766,51.638297872340424,2019-03-14 12:00:00,47
3,14,13,14.90558510638298,45.212765957446805,2019-03-14 13:00:00,47
3,14,14,12.179166666666667,40.31111111111111,2019-03-14 14:00:00,45
3,14,15,10.78061224489796,37.51020408163265,2019-03-14 15:00:00,49
3,14,16,9.316576086956522,32.608695652173914,2019-03-14 16:00:00,46
3,14,17,9.296875,32.520833333333336,2019-03-14 17:00:00,48
3,14,18,8.351063829787234,30.340425531914892,2019-03-14 18:00:00,47
3,14,19,7.565217391304348,29.108695652173914,2019-03-14 19:00:00,46
3,14,20,7.099734042553192,26.127659574468087,2019-03-14 20:00:00,47
3,14,21,10.563858695652174,33.15217391304348,2019-03-14 21:00:00,46
3,14,22,6.658244680851064,24.76595744680851,2019-03-14 22:00:00,47
3,14,23,6.0777777777777775,23.57777777777778,2019-03-14 23:00:00,45
3,15,0,6.0,22.108695652173914,2019-03-15 00:00:00,46
3,15,1,6.583806818181818,23.0,2019-03-15 01:00:00,44
3,15,2,7.381793478260869,25.130434782608695,2019-03-15 02:00:00,46
3,15,3,9.706521739130435,30.41304347826087,2019-03-15 03:00:00,46
3,15,4,8.811170212765957,28.74468085106383,2019-03-15 04:00:00,47
3,15,5,8.001329787234043,27.404255319148938,2019-03-15 05:00:00,47
3,15,6,10.223611111111111,33.24444444444445,2019-03-15 06:00:00,45
3,15,7,12.90375,40.36,2019-03-15 07:00:00,50
3,15,8,14.733333333333333,46.28888888888889,2019-03-15 08:00:00,45
3,15,9,12.981770833333334,42.020833333333336,2019-03-15 09:00:00,48
3,15,10,15.345744680851064,47.97872340425532,2019-03-15 10:00:00,47
3,15,11,12.475,39.31111111111111,2019-03-15 11:00:00,45
3,15,12,12.363520408163266,37.87755102040816,2019-03-15 12:00:00,49
3,15,13,12.590277777777779,38.666666666666664,2019-03-15 13:00:00,45
3,15,14,12.272606382978724,36.680851063829785,2019-03-15 14:00:00,47
3,15,15,7.139945652173913,24.652173913043477,2019-03-15 15:00:00,46
3,15,16,8.422222222222222,29.022222222222222,2019-03-15 16:00:00,45
3,15,17,8.896875,30.75,2019-03-15 17:00:00,40
3,15,18,10.703125,36.285714285714285,2019-03-15 18:00:00,28
3,15,19,30.803571428571427,90.71428571428571,2019-03-15 19:00:00,14
3,15,20,24.90625,76.32142857142857,2019-03-15 20:00:00,28
3,15,21,20.334821428571427,66.0,2019-03-15 21:00:00,28
3,15,22,22.220982142857142,71.10714285714286,2019-03-15 22:00:00,28
3,15,23,25.078125,78.0,2019-03-15 23:00:00,28
3,16,0,25.24137931034483,79.03448275862068,2019-03-16 00:00:00,29
3,16,1,25.241071428571427,78.35714285714286,2019-03-16 01:00:00,28
3,16,2,27.729910714285715,83.92857142857143,2019-03-16 02:00:00,28
3,16,3,32.27370689655172,94.13793103448276,2019-03-16 03:00:00,29
3,16,4,40.94827586206897,112.17241379310344,2019-03-16 04:00:00,29
3,16,5,46.10344827586207,117.51724137931035,2019-03-16 05:00:00,29
3,16,6,43.65625,116.63888888888889,2019-03-16 06:00:00,36
3,16,7,42.4391447368421,115.52631578947368,2019-03-16 07:00:00,38
3,16,8,40.09935897435897,111.48717948717949,2019-03-16 08:00:00,39
3,16,9,33.88782051282051,97.6923076923077,2019-03-16 09:00:00,39
3,16,10,33.52467105263158,94.76315789473684,2019-03-16 10:00:00,38
3,16,11,29.45888157894737,87.97368421052632,2019-03-16 11:00:00,38
3,16,12,27.04222972972973,82.94594594594595,2019-03-16 12:00:00,37
3,16,13,24.72532894736842,78.02631578947368,2019-03-16 13:00:00,38
3,16,14,19.8734375,66.375,2019-03-16 14:00:00,40
3,16,15,22.825,73.325,2019-03-16 15:00:00,40
3,16,16,22.238372093023255,71.3953488372093,2019-03-16 16:00:00,43
3,16,17,18.45394736842105,61.76315789473684,2019-03-16 17:00:00,38
3,16,18,18.852430555555557,61.833333333333336,2019-03-16 18:00:00,36
3,16,19,19.625,64.82051282051282,2019-03-16 19:00:00,39
3,16,20,22.510135135135137,72.02702702702703,2019-03-16 20:00:00,37
3,16,21,21.72804054054054,70.83783783783784,2019-03-16 21:00:00,37
3,16,22,23.33388157894737,73.6842105263158,2019-03-16 22:00:00,38
3,16,23,25.133223684210527,78.34210526315789,2019-03-16 23:00:00,38
