Id,LogId,Time,Level,ShortWakes,SleepStage
2501,21596508345,3/15/19 23:47,wake,wake,wake
2501,21596508345,3/15/19 23:47,light,wake,wake
2501,21596508345,3/15/19 23:48,light,wake,wake
2501,21596508345,3/15/19 23:48,light,wake,wake
2501,21596508345,3/15/19 23:49,light,wake,wake
2501,21596508345,3/15/19 23:49,light,wake,wake
2501,21596508345,3/15/19 23:50,light,,light
2501,21596508345,3/15/19 23:50,light,,light
2501,21596508345,3/15/19 23:51,light,,light
2501,21596508345,3/15/19 23:51,light,,light
2501,21596508345,3/15/19 23:52,light,,light
2501,21596508345,3/15/19 23:52,light,,light
2501,21596508345,3/15/19 23:53,light,,light
2501,21596508345,3/15/19 23:53,light,,light
2501,21596508345,3/15/19 23:54,light,,light
2501,21596508345,3/15/19 23:54,light,,light
2501,21596508345,3/15/19 23:55,light,,light
2501,21596508345,3/15/19 23:55,light,,light
2501,21596508345,3/15/19 23:56,light,,light
2501,21596508345,3/15/19 23:56,light,,light
2501,21596508345,3/15/19 23:57,light,wake,wake
2501,21596508345,3/15/19 23:57,light,,light
2501,21596508345,3/15/19 23:58,light,,light
2501,21596508345,3/15/19 23:58,light,,light
2501,21596508345,3/15/19 23:59,light,,light
2501,21596508345,3/15/19 23:59,light,,light
2501,21596508345,3/16/19 0:00,light,,light
2501,21596508345,3/16/19 0:00,light,,light
2501,21596508345,3/16/19 0:01,light,,light
2501,21596508345,3/16/19 0:01,light,,light
2501,21596508345,3/16/19 0:02,light,,light
2501,21596508345,3/16/19 0:02,light,,light
2501,21596508345,3/16/19 0:03,light,,light
2501,21596508345,3/16/19 0:03,light,,light
2501,21596508345,3/16/19 0:04,light,,light
2501,21596508345,3/16/19 0:04,light,,light
2501,21596508345,3/16/19 0:05,light,,light
2501,21596508345,3/16/19 0:05,light,,light
2501,21596508345,3/16/19 0:06,light,,light
2501,21596508345,3/16/19 0:06,light,,light
2501,21596508345,3/16/19 0:07,light,wake,wake
2501,21596508345,3/16/19 0:07,light,wake,wake
2501,21596508345,3/16/19 0:08,light,wake,wake
2501,21596508345,3/16/19 0:08,light,wake,wake
2501,21596508345,3/16/19 0:09,light,,light
2501,21596508345,3/16/19 0:09,light,,light
2501,21596508345,3/16/19 0:10,light,,light
2501,21596508345,3/16/19 0:10,light,,light
2501,21596508345,3/16/19 0:11,light,,light
2501,21596508345,3/16/19 0:11,light,,light
2501,21596508345,3/16/19 0:12,light,,light
2501,21596508345,3/16/19 0:12,light,,light
2501,21596508345,3/16/19 0:13,light,,light
2501,21596508345,3/16/19 0:13,light,,light
2501,21596508345,3/16/19 0:14,light,,light
2501,21596508345,3/16/19 0:14,light,,light
2501,21596508345,3/16/19 0:15,light,,light
2501,21596508345,3/16/19 0:15,light,,light
2501,21596508345,3/16/19 0:16,light,,light
2501,21596508345,3/16/19 0:16,light,,light
2501,21596508345,3/16/19 0:17,light,,light
2501,21596508345,3/16/19 0:17,light,,light
2501,21596508345,3/16/19 0:18,light,,light
2501,21596508345,3/16/19 0:18,light,,light
2501,21596508345,3/16/19 0:19,light,,light
2501,21596508345,3/16/19 0:19,light,,light
2501,21596508345,3/16/19 0:20,light,,light
2501,21596508345,3/16/19 0:20,light,,light
2501,21596508345,3/16/19 0:21,light,,light
2501,21596508345,3/16/19 0:21,light,,light
2501,21596508345,3/16/19 0:22,light,,light
2501,21596508345,3/16/19 0:22,light,,light
2501,21596508345,3/16/19 0:23,light,,light
2501,21596508345,3/16/19 0:23,light,,light
2501,21596508345,3/16/19 0:24,light,,light
2501,21596508345,3/16/19 0:24,light,,light
2501,21596508345,3/16/19 0:25,light,,light
2501,21596508345,3/16/19 0:25,light,,light
2501,21596508345,3/16/19 0:26,light,,light
2501,21596508345,3/16/19 0:26,light,,light
2501,21596508345,3/16/19 0:27,light,,light
2501,21596508345,3/16/19 0:27,light,,light
2501,21596508345,3/16/19 0:28,light,,light
2501,21596508345,3/16/19 0:28,light,,light
2501,21596508345,3/16/19 0:29,light,,light
2501,21596508345,3/16/19 0:29,light,,light
2501,21596508345,3/16/19 0:30,deep,,deep
2501,21596508345,3/16/19 0:30,deep,,deep
2501,21596508345,3/16/19 0:31,deep,,deep
2501,21596508345,3/16/19 0:31,deep,,deep
2501,21596508345,3/16/19 0:32,deep,,deep
2501,21596508345,3/16/19 0:32,deep,,deep
2501,21596508345,3/16/19 0:33,deep,,deep
2501,21596508345,3/16/19 0:33,deep,,deep
2501,21596508345,3/16/19 0:34,deep,,deep
2501,21596508345,3/16/19 0:34,deep,,deep
2501,21596508345,3/16/19 0:35,deep,,deep
2501,21596508345,3/16/19 0:35,deep,,deep
2501,21596508345,3/16/19 0:36,deep,,deep
2501,21596508345,3/16/19 0:36,deep,,deep
2501,21596508345,3/16/19 0:37,deep,,deep
2501,21596508345,3/16/19 0:37,deep,,deep
2501,21596508345,3/16/19 0:38,deep,,deep
2501,21596508345,3/16/19 0:38,deep,,deep
2501,21596508345,3/16/19 0:39,deep,wake,wake
2501,21596508345,3/16/19 0:39,deep,wake,wake
2501,21596508345,3/16/19 0:40,light,,light
2501,21596508345,3/16/19 0:40,light,,light
2501,21596508345,3/16/19 0:41,light,,light
2501,21596508345,3/16/19 0:41,light,,light
2501,21596508345,3/16/19 0:42,light,,light
2501,21596508345,3/16/19 0:42,light,,light
2501,21596508345,3/16/19 0:43,light,,light
2501,21596508345,3/16/19 0:43,light,,light
2501,21596508345,3/16/19 0:44,light,,light
2501,21596508345,3/16/19 0:44,light,,light
2501,21596508345,3/16/19 0:45,light,,light
2501,21596508345,3/16/19 0:45,light,,light
2501,21596508345,3/16/19 0:46,light,,light
2501,21596508345,3/16/19 0:46,light,,light
2501,21596508345,3/16/19 0:47,light,,light
2501,21596508345,3/16/19 0:47,rem,,rem
2501,21596508345,3/16/19 0:48,rem,,rem
2501,21596508345,3/16/19 0:48,rem,,rem
2501,21596508345,3/16/19 0:49,rem,,rem
2501,21596508345,3/16/19 0:49,rem,,rem
2501,21596508345,3/16/19 0:50,rem,,rem
2501,21596508345,3/16/19 0:50,rem,,rem
2501,21596508345,3/16/19 0:51,rem,,rem
2501,21596508345,3/16/19 0:51,rem,wake,wake
2501,21596508345,3/16/19 0:52,rem,,rem
2501,21596508345,3/16/19 0:52,rem,,rem
2501,21596508345,3/16/19 0:53,rem,,rem
2501,21596508345,3/16/19 0:53,rem,,rem
2501,21596508345,3/16/19 0:54,rem,,rem
2501,21596508345,3/16/19 0:54,rem,,rem
2501,21596508345,3/16/19 0:55,rem,,rem
2501,21596508345,3/16/19 0:55,rem,,rem
2501,21596508345,3/16/19 0:56,rem,,rem
2501,21596508345,3/16/19 0:56,rem,,rem
2501,21596508345,3/16/19 0:57,rem,,rem
2501,21596508345,3/16/19 0:57,rem,,rem
2501,21596508345,3/16/19 0:58,rem,,rem
2501,21596508345,3/16/19 0:58,rem,,rem
2501,21596508345,3/16/19 0:59,rem,,rem
2501,21596508345,3/16/19 0:59,rem,,rem
2501,21596508345,3/16/19 1:00,rem,,rem
2501,21596508345,3/16/19 1:00,rem,,rem
2501,21596508345,3/16/19 1:01,rem,,rem
2501,21596508345,3/16/19 1:01,light,,light
2501,21596508345,3/16/19 1:02,light,,light
2501,21596508345,3/16/19 1:02,light,,light
2501,21596508345,3/16/19 1:03,light,,light
2501,21596508345,3/16/19 1:03,light,,light
2501,21596508345,3/16/19 1:04,light,,light
2501,21596508345,3/16/19 1:04,light,,light
2501,21596508345,3/16/19 1:05,light,,light
2501,21596508345,3/16/19 1:05,light,,light
2501,21596508345,3/16/19 1:06,light,,light
2501,21596508345,3/16/19 1:06,light,,light
2501,21596508345,3/16/19 1:07,light,,light
2501,21596508345,3/16/19 1:07,light,,light
2501,21596508345,3/16/19 1:08,light,,light
2501,21596508345,3/16/19 1:08,light,,light
2501,21596508345,3/16/19 1:09,light,wake,wake
2501,21596508345,3/16/19 1:09,light,wake,wake
2501,21596508345,3/16/19 1:10,light,wake,wake
2501,21596508345,3/16/19 1:10,light,wake,wake
2501,21596508345,3/16/19 1:11,light,,light
2501,21596508345,3/16/19 1:11,light,,light
2501,21596508345,3/16/19 1:12,light,,light
2501,21596508345,3/16/19 1:12,light,,light
