Id,LogId,Time,Level,ShortWakes,SleepStage
2251,21546710517,3/12/19 3:10,wake,,wake
2251,21546710517,3/12/19 3:11,wake,,wake
2251,21546710517,3/12/19 3:11,wake,,wake
2251,21546710517,3/12/19 3:12,wake,,wake
2251,21546710517,3/12/19 3:12,wake,,wake
2251,21546710517,3/12/19 3:13,wake,,wake
2251,21546710517,3/12/19 3:13,wake,,wake
2251,21546710517,3/12/19 3:14,wake,,wake
2251,21546710517,3/12/19 3:14,wake,,wake
2251,21546710517,3/12/19 3:15,wake,,wake
2251,21546710517,3/12/19 3:15,wake,,wake
2251,21546710517,3/12/19 3:16,wake,,wake
2251,21546710517,3/12/19 3:16,wake,,wake
2251,21546710517,3/12/19 3:17,wake,,wake
2251,21546710517,3/12/19 3:17,wake,,wake
2251,21546710517,3/12/19 3:18,wake,,wake
2251,21546710517,3/12/19 3:18,wake,,wake
2251,21546710517,3/12/19 3:19,light,,light
2251,21546710517,3/12/19 3:19,light,,light
2251,21546710517,3/12/19 3:20,light,,light
2251,21546710517,3/12/19 3:20,light,,light
2251,21546710517,3/12/19 3:21,light,,light
2251,21546710517,3/12/19 3:21,light,,light
2251,21546710517,3/12/19 3:22,light,,light
2251,21546710517,3/12/19 3:22,light,,light
2251,21546710517,3/12/19 3:23,light,wake,wake
2251,21546710517,3/12/19 3:23,light,wake,wake
2251,21546710517,3/12/19 3:24,light,wake,wake
2251,21546710517,3/12/19 3:24,light,wake,wake
2251,21546710517,3/12/19 3:25,light,wake,wake
2251,21546710517,3/12/19 3:25,light,,light
2251,21546710517,3/12/19 3:26,light,,light
2251,21546710517,3/12/19 3:26,light,,light
2251,21546710517,3/12/19 3:27,light,,light
2251,21546710517,3/12/19 3:27,light,,light
2251,21546710517,3/12/19 3:28,light,,light
2251,21546710517,3/12/19 3:28,light,,light
2251,21546710517,3/12/19 3:29,light,,light
2251,21546710517,3/12/19 3:29,light,,light
2251,21546710517,3/12/19 3:30,light,,light
2251,21546710517,3/12/19 3:30,deep,,deep
2251,21546710517,3/12/19 3:31,deep,,deep
2251,21546710517,3/12/19 3:31,deep,,deep
2251,21546710517,3/12/19 3:32,deep,,deep
2251,21546710517,3/12/19 3:32,deep,,deep
2251,21546710517,3/12/19 3:33,deep,,deep
2251,21546710517,3/12/19 3:33,deep,,deep
2251,21546710517,3/12/19 3:34,deep,,deep
2251,21546710517,3/12/19 3:34,deep,,deep
2251,21546710517,3/12/19 3:35,deep,,deep
2251,21546710517,3/12/19 3:35,deep,,deep
2251,21546710517,3/12/19 3:36,deep,,deep
2251,21546710517,3/12/19 3:36,deep,,deep
2251,21546710517,3/12/19 3:37,deep,,deep
2251,21546710517,3/12/19 3:37,deep,,deep
2251,21546710517,3/12/19 3:38,deep,,deep
2251,21546710517,3/12/19 3:38,deep,,deep
2251,21546710517,3/12/19 3:39,deep,,deep
2251,21546710517,3/12/19 3:39,deep,,deep
2251,21546710517,3/12/19 3:40,deep,,deep
2251,21546710517,3/12/19 3:40,deep,,deep
