1551592800,57:63:45:1E:69:05,,
1551592800,6F:79:7F:AA:D6:61,,
1551592861,57:63:45:1E:69:05,,
1551592861,6F:79:7F:AA:D6:61,,
1551592861,77:B0:E6:69:01:7E,,
1551592921,77:BE:62:D2:46:6C,,
1551592921,57:63:45:1E:69:05,,
1551592921,75:84:93:8B:0B:A3,,
1551592981,57:63:45:1E:69:05,,
1551592981,6A:AC:CB:02:D9:67,,
1551592981,74:3F:76:3A:6E:96,,
1551593041,57:63:45:1E:69:05,,
1551593041,4B:98:E7:94:AB:D9,,
1551593101,57:63:45:1E:69:05,,
1551593101,4B:98:E7:94:AB:D9,,
1551593162,57:63:45:1E:69:05,,
1551593162,4B:98:E7:94:AB:D9,,
1551593222,4B:98:E7:94:AB:D9,,
1551593222,57:63:45:1E:69:05,,
1551593222,77:14:7A:3E:22:6F,,
1551593282,4B:98:E7:94:AB:D9,,
1551593282,57:63:45:1E:69:05,,
1551593342,4B:98:E7:94:AB:D9,,
1551593342,57:63:45:1E:69:05,,
1551593403,4B:98:E7:94:AB:D9,,
1551593403,57:63:45:1E:69:05,,
1551593403,77:04:86:8E:E2:53,,
1551593463,57:63:45:1E:69:05,,
1551593463,77:04:86:8E:E2:53,,
1551593523,77:04:86:8E:E2:53,,
1551593523,57:63:45:1E:69:05,,
1551593583,57:63:45:1E:69:05,,
1551593583,77:04:86:8E:E2:53,,
1551593643,77:04:86:8E:E2:53,,
1551593643,57:63:45:1E:69:05,,
1551593704,77:04:86:8E:E2:53,,
1551593704,57:63:45:1E:69:05,,
1551593764,57:63:45:1E:69:05,,
1551593764,77:04:86:8E:E2:53,,
1551593824,57:63:45:1E:69:05,,
1551593824,77:04:86:8E:E2:53,,
1551593884,57:63:45:1E:69:05,,
1551593884,77:04:86:8E:E2:53,,
1551593944,57:63:45:1E:69:05,,
1551593945,77:04:86:8E:E2:53,,
1551594005,57:63:45:1E:69:05,,
1551594005,6D:F3:D8:CC:E6:83,,
1551594065,57:63:45:1E:69:05,,
1551594065,4D:0D:5E:D8:26:C4,,
1551594125,77:04:86:8E:E2:53,,
1551594125,57:63:45:1E:69:05,,
1551594185,57:63:45:1E:69:05,,
1551594185,27:5D:2E:2A:31:0C,,
1551594246,57:63:45:1E:69:05,,
1551594246,77:04:86:8E:E2:53,,
1551594306,57:63:45:1E:69:05,,
1551594306,41:85:ED:AE:CA:52,,
1551594366,77:04:86:8E:E2:53,,
1551594366,57:63:45:1E:69:05,,
1551594426,57:63:45:1E:69:05,,
1551594426,6A:02:8C:76:C6:54,,
1551594486,57:63:45:1E:69:05,,
1551594486,6A:02:8C:76:C6:54,,
1551594547,6A:02:8C:76:C6:54,,
1551594547,57:63:45:1E:69:05,,
1551594607,57:63:45:1E:69:05,,
1551594607,6A:02:8C:76:C6:54,,
1551594667,6A:02:8C:76:C6:54,,
1551594667,57:63:45:1E:69:05,,
1551594727,57:63:45:1E:69:05,,
1551594727,6A:02:8C:76:C6:54,,
1551594787,57:63:45:1E:69:05,,
1551594787,6A:02:8C:76:C6:54,,
1551594848,57:63:45:1E:69:05,,
1551594848,6A:02:8C:76:C6:54,,
1551594908,6A:02:8C:76:C6:54,,
1551594908,57:63:45:1E:69:05,,
1551594968,57:63:45:1E:69:05,,
1551594968,6A:02:8C:76:C6:54,,
1551595028,6A:02:8C:76:C6:54,,
1551595028,57:63:45:1E:69:05,,
1551595089,6A:02:8C:76:C6:54,,
1551595089,57:63:45:1E:69:05,,
1551595149,57:63:45:1E:69:05,,
1551595149,6A:02:8C:76:C6:54,,
1551595209,57:63:45:1E:69:05,,
1551595209,6A:02:8C:76:C6:54,,
1551595269,57:63:45:1E:69:05,,
1551595269,6A:02:8C:76:C6:54,,
1551595329,57:63:45:1E:69:05,,
1551595329,6A:02:8C:76:C6:54,,
1551595329,65:2A:D8:E6:0A:99,,
1551595390,65:2A:D8:E6:0A:99,,
