1551765637,3E:70:1B:8A:BB:73,,
1551765637,1F:72:89:D1:D5:A6,,
1551765637,57:63:45:1E:69:05,,
1551765637,7B:4F:F4:63:A5:8E,,
1551765637,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551765637,7C:8F:6A:87:AF:E0,,
1551765637,55:10:CB:FC:13:5F,,
1551765697,3E:70:1B:8A:BB:73,,
1551765697,1F:72:89:D1:D5:A6,,
1551765697,57:63:45:1E:69:05,,
1551765697,55:10:CB:FC:13:5F,,
1551765697,7C:8F:6A:87:AF:E0,,
1551765697,7E:BC:EB:A6:24:DC,,
1551765697,7B:4F:F4:63:A5:8E,,
1551765697,64:D4:DD:39:88:EA,,
1551765757,1F:72:89:D1:D5:A6,,
1551765757,3E:70:1B:8A:BB:73,,
1551765757,64:D4:DD:39:88:EA,,
1551765757,7C:8F:6A:87:AF:E0,,
1551765757,7B:4F:F4:63:A5:8E,,
1551765757,57:63:45:1E:69:05,,
1551765757,76:39:01:B0:36:1A,,
1551765757,7E:BC:EB:A6:24:DC,,
1551765757,55:10:CB:FC:13:5F,,
1551765817,3E:70:1B:8A:BB:73,,
1551765818,7E:BC:EB:A6:24:DC,,
1551765818,7C:8F:6A:87:AF:E0,,
1551765818,1F:72:89:D1:D5:A6,,
1551765818,76:39:01:B0:36:1A,,
1551765818,7B:4F:F4:63:A5:8E,,
1551765818,57:63:45:1E:69:05,,
1551765818,55:10:CB:FC:13:5F,,
1551765818,64:D4:DD:39:88:EA,,
1551765818,67:28:F2:1C:69:4B,,
1551765878,3E:70:1B:8A:BB:73,,
1551765878,7B:4F:F4:63:A5:8E,,
1551765878,76:39:01:B0:36:1A,,
1551765878,57:63:45:1E:69:05,,
1551765878,1F:72:89:D1:D5:A6,,
1551765878,64:D4:DD:39:88:EA,,
1551765878,7C:8F:6A:87:AF:E0,,
1551765878,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551765878,56:BA:43:C5:E3:67,,
1551765878,5E:A3:11:9D:14:B0,,
1551765878,48:D9:62:57:E4:BA,,
1551765878,7B:EA:BE:7D:E6:DA,,
1551765878,75:40:E3:E4:78:C6,,
1551765878,7E:BC:EB:A6:24:DC,,
1551765938,1F:72:89:D1:D5:A6,,
1551765938,3E:70:1B:8A:BB:73,,
1551765938,57:63:45:1E:69:05,,
1551765938,56:89:2C:AE:C3:4F,,
1551765938,48:D9:62:57:E4:BA,,
1551765938,7E:BC:EB:A6:24:DC,,
1551765938,76:39:01:B0:36:1A,,
1551765938,5E:A3:11:9D:14:B0,,
1551765938,7B:4F:F4:63:A5:8E,,
1551765938,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551765938,64:D4:DD:39:88:EA,,
1551765938,7C:8F:6A:87:AF:E0,,
1551765998,1F:72:89:D1:D5:A6,,
1551765998,5E:A3:11:9D:14:B0,,
1551765998,3E:70:1B:8A:BB:73,,
1551765998,57:63:45:1E:69:05,,
1551765998,7C:8F:6A:87:AF:E0,,
