1551194937,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551194937,1B:D5:3F:1F:15:6C,,
1551194998,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551195058,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551195118,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551195178,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551195239,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551195299,F8:77:B8:45:2F:5F,,Samsung Electronics Co.,Ltd
1551195299,1B:D5:3F:1F:15:6C,,
