Id,LogId,Time,Level,ShortWakes,SleepStage
2040,21545523811,3/12/19 4:38,wake,wake,wake
2040,21545523811,3/12/19 4:38,light,wake,wake
2040,21545523811,3/12/19 4:39,light,wake,wake
2040,21545523811,3/12/19 4:39,light,wake,wake
2040,21545523811,3/12/19 4:40,light,wake,wake
2040,21545523811,3/12/19 4:40,light,wake,wake
2040,21545523811,3/12/19 4:41,light,,light
2040,21545523811,3/12/19 4:41,light,,light
2040,21545523811,3/12/19 4:42,light,,light
2040,21545523811,3/12/19 4:42,light,,light
2040,21545523811,3/12/19 4:43,light,wake,wake
2040,21545523811,3/12/19 4:43,light,wake,wake
2040,21545523811,3/12/19 4:44,light,,light
2040,21545523811,3/12/19 4:44,light,,light
2040,21545523811,3/12/19 4:45,light,,light
2040,21545523811,3/12/19 4:45,light,,light
2040,21545523811,3/12/19 4:46,light,wake,wake
2040,21545523811,3/12/19 4:46,light,wake,wake
2040,21545523811,3/12/19 4:47,light,wake,wake
2040,21545523811,3/12/19 4:47,light,wake,wake
2040,21545523811,3/12/19 4:48,light,wake,wake
2040,21545523811,3/12/19 4:48,light,wake,wake
2040,21545523811,3/12/19 4:49,light,,light
2040,21545523811,3/12/19 4:49,light,,light
2040,21545523811,3/12/19 4:50,light,,light
2040,21545523811,3/12/19 4:50,light,,light
2040,21545523811,3/12/19 4:51,light,,light
2040,21545523811,3/12/19 4:51,light,,light
2040,21545523811,3/12/19 4:52,light,,light
2040,21545523811,3/12/19 4:52,light,,light
2040,21545523811,3/12/19 4:53,light,,light
2040,21545523811,3/12/19 4:53,light,,light
2040,21545523811,3/12/19 4:54,light,,light
2040,21545523811,3/12/19 4:54,light,,light
2040,21545523811,3/12/19 4:55,light,,light
2040,21545523811,3/12/19 4:55,light,,light
2040,21545523811,3/12/19 4:56,light,,light
2040,21545523811,3/12/19 4:56,light,,light
2040,21545523811,3/12/19 4:57,light,,light
2040,21545523811,3/12/19 4:57,light,,light
2040,21545523811,3/12/19 4:58,light,,light
2040,21545523811,3/12/19 4:58,light,,light
2040,21545523811,3/12/19 4:59,light,,light
2040,21545523811,3/12/19 4:59,light,,light
2040,21545523811,3/12/19 5:00,light,,light
2040,21545523811,3/12/19 5:00,light,,light
2040,21545523811,3/12/19 5:01,light,,light
2040,21545523811,3/12/19 5:01,light,,light
2040,21545523811,3/12/19 5:02,light,,light
2040,21545523811,3/12/19 5:02,light,,light
2040,21545523811,3/12/19 5:03,rem,,rem
2040,21545523811,3/12/19 5:03,rem,,rem
2040,21545523811,3/12/19 5:04,rem,,rem
2040,21545523811,3/12/19 5:04,rem,,rem
2040,21545523811,3/12/19 5:05,rem,,rem
2040,21545523811,3/12/19 5:05,rem,,rem
2040,21545523811,3/12/19 5:06,rem,,rem
2040,21545523811,3/12/19 5:06,rem,,rem
2040,21545523811,3/12/19 5:07,rem,,rem
2040,21545523811,3/12/19 5:07,rem,,rem
2040,21545523811,3/12/19 5:08,rem,,rem
2040,21545523811,3/12/19 5:08,rem,,rem
2040,21545523811,3/12/19 5:09,rem,,rem
2040,21545523811,3/12/19 5:09,rem,,rem
2040,21545523811,3/12/19 5:10,rem,,rem
2040,21545523811,3/12/19 5:10,rem,,rem
2040,21545523811,3/12/19 5:11,rem,,rem
2040,21545523811,3/12/19 5:11,rem,,rem
2040,21545523811,3/12/19 5:12,rem,,rem
2040,21545523811,3/12/19 5:12,rem,,rem
2040,21545523811,3/12/19 5:13,rem,,rem
2040,21545523811,3/12/19 5:13,rem,,rem
2040,21545523811,3/12/19 5:14,rem,,rem
2040,21545523811,3/12/19 5:14,rem,,rem
2040,21545523811,3/12/19 5:15,rem,,rem
2040,21545523811,3/12/19 5:15,rem,,rem
2040,21545523811,3/12/19 5:16,rem,,rem
2040,21545523811,3/12/19 5:16,rem,,rem
2040,21545523811,3/12/19 5:17,rem,,rem
2040,21545523811,3/12/19 5:17,rem,,rem
2040,21545523811,3/12/19 5:18,rem,,rem
2040,21545523811,3/12/19 5:18,rem,,rem
2040,21545523811,3/12/19 5:19,rem,,rem
2040,21545523811,3/12/19 5:19,rem,,rem
2040,21545523811,3/12/19 5:20,rem,,rem
2040,21545523811,3/12/19 5:20,rem,,rem
2040,21545523811,3/12/19 5:21,rem,,rem
2040,21545523811,3/12/19 5:21,rem,,rem
2040,21545523811,3/12/19 5:22,rem,,rem
2040,21545523811,3/12/19 5:22,rem,,rem
2040,21545523811,3/12/19 5:23,light,,light
2040,21545523811,3/12/19 5:23,deep,,deep
2040,21545523811,3/12/19 5:24,deep,,deep
2040,21545523811,3/12/19 5:24,deep,,deep
2040,21545523811,3/12/19 5:25,deep,,deep
2040,21545523811,3/12/19 5:25,deep,,deep
2040,21545523811,3/12/19 5:26,deep,,deep
2040,21545523811,3/12/19 5:26,deep,,deep
2040,21545523811,3/12/19 5:27,deep,,deep
