1555377097,47.661126627291175,21.549935149156937
1555377398,43.99829067655632,23.160143434805832
1555377699,41.167223722967506,24.401846341649502
1555378001,39.61509698884361,25.162890058747237
1555378302,38.80164217145124,25.57412069886321
1555378603,38.43078003143934,25.769054703593497
1555378904,38.11791279398074,25.966659037155722
1555379205,37.808097919814415,26.16693369954986
1555379506,37.879828457182974,26.134889753566796
1555379807,37.6142728507547,26.22301060502022
1555380108,37.52880667857089,26.279087510490584
1555380409,37.51964958869405,26.305790798809795
1555380710,37.54254231338614,26.26573586633097
1555381011,36.7763991270241,26.714351110093844
1555381312,36.73061367763991,26.815823605706868
1555381613,36.22086900782931,27.053482871747917
1555381914,36.55052424339545,26.91462577248798
1555382216,36.193397738198804,27.15228503852903
1555382517,35.73249088106466,27.251087205310142
1555382818,35.860690139340385,27.251087205310142
1555383119,35.94768249317033,27.208361943999392
1555383420,35.72333379118783,27.28046082246128
1555383721,35.53103490377424,27.395284962233916
1555384022,36.02857012041573,27.125581750209804
1555384323,36.208659554660194,27.138933394369417
1555384624,36.21171191795248,27.096208133058667
1555384925,36.326175541412944,27.053482871747917
1555385226,36.15676937869145,27.19501029983978
1555385527,36.07435556979991,27.26443884946974
1555385828,36.016360667246616,27.293812466620892
1555386129,35.959891946339454,27.36591134508278
1555386430,35.572241808220014,27.563515678645004
1555386732,35.39825710056011,27.731746395056078
1555387033,35.108282587793596,27.89997711146715
1555387334,35.03960441371732,27.988097962920577
1555387635,34.931245516841415,28.07087815671015
1555387936,34.830517528196204,28.142977035172052
1555388237,34.732841902843276,28.24177920195315
1555388538,34.725210994612574,28.297856107423513
1555388839,34.60006409962914,28.337911039902338
1555389140,34.68247790852067,28.297856107423513
1555389441,34.60159028127528,28.337911039902338
1555389742,34.62448300596737,28.311207751583126
1555390043,34.65042809395174,28.297856107423513
1555390344,34.67484700028998,28.32455939574274
1555390646,34.60006409962914,28.268482490272376
