Id,LogId,Time,Level,ShortWakes,SleepStage
2105,21545659416,3/12/19 2:11,wake,,wake
2105,21545659416,3/12/19 2:11,wake,,wake
2105,21545659416,3/12/19 2:12,wake,,wake
2105,21545659416,3/12/19 2:12,wake,,wake
2105,21545659416,3/12/19 2:13,wake,,wake
2105,21545659416,3/12/19 2:13,wake,,wake
2105,21545659416,3/12/19 2:14,wake,,wake
2105,21545659416,3/12/19 2:14,wake,,wake
2105,21545659416,3/12/19 2:15,wake,,wake
2105,21545659416,3/12/19 2:15,wake,,wake
2105,21545659416,3/12/19 2:16,wake,,wake
2105,21545659416,3/12/19 2:16,wake,,wake
2105,21545659416,3/12/19 2:17,light,,light
2105,21545659416,3/12/19 2:17,light,,light
2105,21545659416,3/12/19 2:18,light,,light
2105,21545659416,3/12/19 2:18,light,,light
2105,21545659416,3/12/19 2:19,light,,light
2105,21545659416,3/12/19 2:19,light,,light
2105,21545659416,3/12/19 2:20,light,,light
2105,21545659416,3/12/19 2:20,light,,light
2105,21545659416,3/12/19 2:21,light,,light
2105,21545659416,3/12/19 2:21,light,,light
2105,21545659416,3/12/19 2:22,light,,light
2105,21545659416,3/12/19 2:22,light,,light
2105,21545659416,3/12/19 2:23,light,,light
2105,21545659416,3/12/19 2:23,light,,light
2105,21545659416,3/12/19 2:24,light,,light
2105,21545659416,3/12/19 2:24,light,,light
2105,21545659416,3/12/19 2:25,light,,light
2105,21545659416,3/12/19 2:25,light,,light
2105,21545659416,3/12/19 2:26,light,,light
2105,21545659416,3/12/19 2:26,light,,light
2105,21545659416,3/12/19 2:27,light,,light
2105,21545659416,3/12/19 2:27,light,,light
2105,21545659416,3/12/19 2:28,light,,light
2105,21545659416,3/12/19 2:28,light,,light
2105,21545659416,3/12/19 2:29,light,,light
2105,21545659416,3/12/19 2:29,light,,light
2105,21545659416,3/12/19 2:30,light,,light
2105,21545659416,3/12/19 2:30,light,,light
2105,21545659416,3/12/19 2:31,light,,light
2105,21545659416,3/12/19 2:31,deep,,deep
2105,21545659416,3/12/19 2:32,deep,,deep
2105,21545659416,3/12/19 2:32,deep,,deep
2105,21545659416,3/12/19 2:33,deep,,deep
2105,21545659416,3/12/19 2:33,deep,,deep
2105,21545659416,3/12/19 2:34,deep,,deep
2105,21545659416,3/12/19 2:34,deep,,deep
2105,21545659416,3/12/19 2:35,deep,,deep
2105,21545659416,3/12/19 2:35,deep,,deep
2105,21545659416,3/12/19 2:36,deep,,deep
2105,21545659416,3/12/19 2:36,deep,,deep
2105,21545659416,3/12/19 2:37,deep,,deep
2105,21545659416,3/12/19 2:37,deep,wake,wake
2105,21545659416,3/12/19 2:38,deep,wake,wake
2105,21545659416,3/12/19 2:38,deep,wake,wake
2105,21545659416,3/12/19 2:39,light,,light
2105,21545659416,3/12/19 2:39,light,,light
2105,21545659416,3/12/19 2:40,light,,light
2105,21545659416,3/12/19 2:40,light,,light
2105,21545659416,3/12/19 2:41,light,,light
2105,21545659416,3/12/19 2:41,light,,light
2105,21545659416,3/12/19 2:42,light,wake,wake
2105,21545659416,3/12/19 2:42,light,wake,wake
2105,21545659416,3/12/19 2:43,light,,light
2105,21545659416,3/12/19 2:43,light,,light
2105,21545659416,3/12/19 2:44,light,,light
2105,21545659416,3/12/19 2:44,light,,light
2105,21545659416,3/12/19 2:45,light,,light
2105,21545659416,3/12/19 2:45,light,,light
2105,21545659416,3/12/19 2:46,light,,light
2105,21545659416,3/12/19 2:46,light,,light
2105,21545659416,3/12/19 2:47,light,,light
2105,21545659416,3/12/19 2:47,light,,light
2105,21545659416,3/12/19 2:48,light,,light
2105,21545659416,3/12/19 2:48,light,,light
2105,21545659416,3/12/19 2:49,light,,light
2105,21545659416,3/12/19 2:49,light,,light
2105,21545659416,3/12/19 2:50,light,,light
2105,21545659416,3/12/19 2:50,light,,light
2105,21545659416,3/12/19 2:51,light,,light
2105,21545659416,3/12/19 2:51,light,,light
2105,21545659416,3/12/19 2:52,light,,light
2105,21545659416,3/12/19 2:52,light,,light
2105,21545659416,3/12/19 2:53,light,,light
2105,21545659416,3/12/19 2:53,light,,light
2105,21545659416,3/12/19 2:54,light,,light
2105,21545659416,3/12/19 2:54,light,,light
2105,21545659416,3/12/19 2:55,light,wake,wake
2105,21545659416,3/12/19 2:55,light,,light
2105,21545659416,3/12/19 2:56,light,,light
2105,21545659416,3/12/19 2:56,light,,light
2105,21545659416,3/12/19 2:57,light,,light
2105,21545659416,3/12/19 2:57,light,,light
2105,21545659416,3/12/19 2:58,light,,light
2105,21545659416,3/12/19 2:58,light,,light
2105,21545659416,3/12/19 2:59,light,,light
2105,21545659416,3/12/19 2:59,light,,light
2105,21545659416,3/12/19 3:00,light,,light
2105,21545659416,3/12/19 3:00,light,,light
2105,21545659416,3/12/19 3:01,light,,light
2105,21545659416,3/12/19 3:01,light,,light
2105,21545659416,3/12/19 3:02,light,,light
